"","NGenes","Direction","PValue","FDR"
"GO_NEGATIVE_REGULATION_OF_VIRAL_PROCESS",68,"Up",6.50510382888532e-07,0.000149968963038843
"GO_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",71,"Up",6.57224801501177e-07,0.000149968963038843
"GO_SECONDARY_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",118,"Up",7.01361683271009e-07,0.000154324618951167
"GO_PEPTIDE_ANTIGEN_BINDING",16,"Up",8.32018741465367e-07,0.000172678653790137
"GO_CORNIFIED_ENVELOPE",34,"Down",8.40830971222872e-07,0.000172678653790137
"GO_NUCLEAR_CHROMOSOME_SEGREGATION",182,"Down",9.06984708706226e-07,0.00018025589646255
"GO_DEFENSE_RESPONSE_TO_OTHER_ORGANISM",263,"Up",9.40209314161015e-07,0.000181019674517063
"GO_ORGANIC_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",92,"Up",1.01815298701919e-06,0.0001900860773644
"GO_NEGATIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY",10,"Up",1.12612903457585e-06,0.000198230885200623
"GO_NEGATIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY",10,"Up",1.12612903457585e-06,0.000198230885200623
"GO_AMIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",12,"Up",1.37990821903252e-06,0.000236155959373872
"GO_DNA_GEOMETRIC_CHANGE",75,"Down",1.58272140181851e-06,0.000263544501529833
"GO_ER_TO_GOLGI_TRANSPORT_VESICLE",54,"Up",1.62872002846635e-06,0.000264066949878453
"GO_CHROMOSOME_SEGREGATION",225,"Down",1.69144254449803e-06,0.000267204551709035
"GO_REGULATION_OF_PLASMA_LIPOPROTEIN_PARTICLE_LEVELS",29,"Up",1.87555994451146e-06,0.000288883120453377
"GO_PEPTIDE_CROSS_LINKING",36,"Down",2.01506132245938e-06,0.000296545175747635
"GO_ER_TO_GOLGI_TRANSPORT_VESICLE_MEMBRANE",40,"Up",2.0215707484825e-06,0.000296545175747635
"GO_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY",18,"Up",2.18474809088814e-06,0.000313028674138648
"GO_STEROL_HOMEOSTASIS",37,"Up",2.36964532144376e-06,0.00032058867850949
"GO_CHOLESTEROL_HOMEOSTASIS",37,"Up",2.36964532144376e-06,0.00032058867850949
"GO_SISTER_CHROMATID_SEGREGATION",158,"Down",2.39361779117619e-06,0.00032058867850949
"GO_HYDROLASE_ACTIVITY_HYDROLYZING_O_GLYCOSYL_COMPOUNDS",59,"Up",2.57897627011564e-06,0.000338065378727286
"GO_CONDENSED_CHROMOSOME",162,"Down",3.03201974119314e-06,0.000382708933070687
"GO_RESPONSE_TO_INTERFERON_BETA",18,"Up",3.06592174049647e-06,0.000382708933070687
"GO_INNATE_IMMUNE_RESPONSE",307,"Up",3.1058994730619e-06,0.000382708933070687
"GO_MICROTUBULE_MOTOR_ACTIVITY",66,"Down",3.26425438881713e-06,0.000394334731166712
"GO_ORGANOPHOSPHATE_ESTER_TRANSPORT",68,"Up",3.61213775758764e-06,0.000427968860086489
"GO_CILIUM_MOVEMENT",28,"Down",3.69590534884174e-06,0.000429631563287056
"GO_SISTER_CHROMATID_COHESION",100,"Down",4.29330360136466e-06,0.000489834138666808
"GO_SUGAR_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",21,"Up",5.05013571495791e-06,0.000565707020724649
"GO_CILIARY_PLASM",65,"Down",5.15325390286786e-06,0.000566072744216576
"GO_AXONEME_ASSEMBLY",33,"Down",5.23716059411538e-06,0.000566072744216576
"GO_SOLUTE_CATION_SYMPORTER_ACTIVITY",49,"Up",5.51306616826804e-06,0.000585620701081024
"GO_PROTEIN_N_LINKED_GLYCOSYLATION",62,"Up",6.92540325735867e-06,0.000718078614901141
"GO_IMMUNE_RESPONSE",517,"Up",6.99313697355436e-06,0.000718078614901141
"GO_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY",19,"Up",7.16361014510501e-06,0.000723524624655606
"GO_MICROTUBULE_BASED_PROCESS",448,"Down",7.37536211836374e-06,0.00072530765400697
"GO_INTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE",692,"Up",7.47184909074059e-06,0.00072530765400697
"GO_MOTOR_ACTIVITY",100,"Down",7.53444081422595e-06,0.00072530765400697
"GO_MICROTUBULE_BASED_MOVEMENT",177,"Down",8.16485271220771e-06,0.000768071718850032
"GO_DNA_HELICASE_ACTIVITY",47,"Down",8.31316980736732e-06,0.000768071718850032
"GO_CHROMOSOME_CENTROMERIC_REGION",158,"Down",8.35267085910601e-06,0.000768071718850032
"GO_PROTEIN_LIPID_COMPLEX_ASSEMBLY",14,"Up",9.11756891664738e-06,0.000826078560227419
"GO_VACUOLAR_LUMEN",82,"Up",1.01521805100554e-05,0.000906486726412335
"GO_ORGANIC_ANION_TRANSPORT",226,"Up",1.1358948121424e-05,0.000999749705372757
"GO_OLIGOSACCHARIDE_METABOLIC_PROCESS",46,"Up",1.27891283478006e-05,0.00110977210916619
"GO_GLYCOSYLATION",206,"Up",1.3573450918106e-05,0.00116147265425627
"GO_MICROTUBULE_BUNDLE_FORMATION",55,"Down",1.3983443858737e-05,0.00118016435087231
"GO_REPLICATION_FORK",59,"Down",1.4486859088283e-05,0.00120612890328259
"GO_POSITIVE_REGULATION_OF_EPIDERMAL_GROWTH_FACTOR_ACTIVATED_RECEPTOR_ACTIVITY",7,"Up",1.5179371854409e-05,0.00123182923973962
"GO_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",199,"Up",1.51954264275623e-05,0.00123182923973962
"GO_CATION_SUGAR_SYMPORTER_ACTIVITY",10,"Up",1.74714747188179e-05,0.00139794487977451
"GO_DNA_REPLICATION",193,"Down",1.79632560216734e-05,0.00141886692755807
"GO_PROTEIN_LIPID_COMPLEX_SUBUNIT_ORGANIZATION",21,"Up",1.82140297904229e-05,0.00142046376631386
"GO_NEGATIVE_REGULATION_OF_MULTI_ORGANISM_PROCESS",100,"Up",1.90155234818928e-05,0.00142867264013802
"GO_CHROMOSOMAL_REGION",296,"Down",1.906264154859e-05,0.00142867264013802
"GO_GLYCOPROTEIN_METABOLIC_PROCESS",258,"Up",1.9101124688859e-05,0.00142867264013802
"GO_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",151,"Up",1.9246847773325e-05,0.00142867264013802
"GO_MICROTUBULE_CYTOSKELETON_ORGANIZATION",300,"Down",1.96209091334096e-05,0.00143910025203496
"GO_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY",81,"Up",2.06571994206056e-05,0.0014972824191806
"GO_CATALYTIC_STEP_2_SPLICEOSOME",87,"Down",2.19188728097106e-05,0.00156452478886191
"GO_SPINDLE",266,"Down",2.20927863384168e-05,0.00156452478886191
"GO_ZINC_II_ION_TRANSPORT",18,"Up",2.27311436190422e-05,0.00157078387142568
"GO_DNA_CONFORMATION_CHANGE",220,"Down",2.29845653984183e-05,0.00157078387142568
"GO_CARBOHYDRATE_TRANSPORTER_ACTIVITY",25,"Up",2.30383910524327e-05,0.00157078387142568
"GO_CHYLOMICRON",7,"Up",2.3320859116385e-05,0.00157078387142568
"GO_NUCLEAR_OUTER_MEMBRANE_ENDOPLASMIC_RETICULUM_MEMBRANE_NETWORK",745,"Up",2.34559513343877e-05,0.00157078387142568
"GO_LYSOSOMAL_LUMEN",64,"Up",2.48659946812866e-05,0.00164730530356352
"GO_ENDOPLASMIC_RETICULUM_PART",847,"Up",2.69652246756109e-05,0.00176736967262169
"GO_INTRINSIC_COMPONENT_OF_ORGANELLE_MEMBRANE",218,"Up",2.83183662230084e-05,0.00182000624073053
"GO_SYMPORTER_ACTIVITY",69,"Up",2.85884744648039e-05,0.00182000624073053
"GO_KERATINIZATION",37,"Down",2.86545374697064e-05,0.00182000624073053
"GO_CONDENSED_CHROMOSOME_CENTROMERIC_REGION",91,"Down",2.99705151627121e-05,0.00187003982159558
"GO_CHROMOSOME_SEPARATION",15,"Down",3.00493332799809e-05,0.00187003982159558
"GO_ANTIMICROBIAL_HUMORAL_RESPONSE",23,"Up",3.2479719515232e-05,0.00200107551933344
"GO_DNA_DEPENDENT_DNA_REPLICATION",92,"Down",3.28780799013847e-05,0.00200286161895636
"GO_GLYCOSPHINGOLIPID_METABOLIC_PROCESS",48,"Up",3.31588841313988e-05,0.00200286161895636
"GO_HETEROCHROMATIN",61,"Down",3.38215535335501e-05,0.00202305428466215
"GO_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY",65,"Up",3.708537214457e-05,0.002196951709449
"GO_ANION_TRANSPORT",289,"Up",3.86744835408482e-05,0.0022692713628111
"GO_REVERSE_CHOLESTEROL_TRANSPORT",11,"Up",4.13595232711823e-05,0.00240392474409202
"GO_KINESIN_COMPLEX",47,"Down",4.21178665168713e-05,0.00242512313654621
"GO_ZINC_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",16,"Up",4.74312358504483e-05,0.00268442134609257
"GO_DNA_DEPENDENT_ATPASE_ACTIVITY",71,"Down",4.74926029417448e-05,0.00268442134609257
"GO_UDP_GLYCOSYLTRANSFERASE_ACTIVITY",90,"Up",4.81743296832567e-05,0.00269820041071404
"GO_DEFENSE_RESPONSE_TO_GRAM_POSITIVE_BACTERIUM",31,"Up",4.90792125971579e-05,0.00272411737667649
"GO_HIGH_DENSITY_LIPOPROTEIN_PARTICLE_REMODELING",9,"Up",5.16625492397751e-05,0.00282958479515472
"GO_SMALL_NUCLEAR_RIBONUCLEOPROTEIN_COMPLEX",60,"Down",5.1897919469645e-05,0.00282958479515472
"GO_MICROTUBULE_ASSOCIATED_COMPLEX",123,"Down",5.5058059928798e-05,0.00297555006334495
"GO_PLASMA_LIPOPROTEIN_PARTICLE_CLEARANCE",14,"Up",5.62718474471103e-05,0.00300386009567514
"GO_INTERMEDIATE_FILAMENT",64,"Down",5.7429928627132e-05,0.00300386009567514
"GO_NEUTRAL_LIPID_CATABOLIC_PROCESS",17,"Up",5.75321362262078e-05,0.00300386009567514
"GO_ACYLGLYCEROL_CATABOLIC_PROCESS",17,"Up",5.75321362262078e-05,0.00300386009567514
"GO_N_GLYCAN_PROCESSING",16,"Up",6.3734825688168e-05,0.00329975009298154
"GO_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY",28,"Up",6.45336162954461e-05,0.00331326341663536
"GO_TRANSITION_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",29,"Up",6.79991037376016e-05,0.00346233452997821
"GO_ATP_DEPENDENT_DNA_HELICASE_ACTIVITY",29,"Down",6.95799183494822e-05,0.00351378587664885
"GO_MICROTUBULE_BINDING",168,"Down",7.02026609397695e-05,0.00351641133373919
"GO_KINETOCHORE",110,"Down",7.151021868369e-05,0.00355301981701786
"GO_ACETYLGLUCOSAMINYLTRANSFERASE_ACTIVITY",40,"Up",7.45266316927621e-05,0.00367326862287286
"GO_MITOTIC_SPINDLE",53,"Down",7.77333954639317e-05,0.00380091626550225
"GO_CHROMOSOME_ORGANIZATION",850,"Down",7.9980034415938e-05,0.00385167136485189
"GO_PHOSPHOLIPID_TRANSPORT",40,"Up",8.10016437105364e-05,0.00385167136485189
"GO_MITOTIC_NUCLEAR_DIVISION",330,"Down",8.1013806916536e-05,0.00385167136485189
"GO_NEGATIVE_REGULATION_OF_PROTEIN_COMPLEX_DISASSEMBLY",138,"Down",8.18373969820571e-05,0.00385167136485189
"GO_TRANSFERASE_ACTIVITY_TRANSFERRING_HEXOSYL_GROUPS",141,"Up",8.18972486277548e-05,0.00385167136485189
"GO_MITOTIC_SISTER_CHROMATID_SEGREGATION",84,"Down",8.48021450872308e-05,0.00395807587789719
"GO_MITOTIC_RECOMBINATION",39,"Down",8.54663904819723e-05,0.00395908595307843
"GO_ORGANIC_ACID_TRANSPORT",147,"Up",8.70299638998651e-05,0.00400142990736619
"GO_CHROMOSOME",766,"Down",9.25110728465908e-05,0.00417237387506513
"GO_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR",72,"Down",9.26514161326673e-05,0.00417237387506513
"GO_O_GLYCAN_PROCESSING",44,"Up",9.27796170887717e-05,0.00417237387506513
"GO_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS",257,"Down",0.000103585123851549,0.00460428974164197
"GO_REGULATION_OF_MICROTUBULE_BASED_PROCESS",210,"Down",0.000103878635625423,0.00460428974164197
"GO_INTESTINAL_ABSORPTION",20,"Up",0.00010504356670377,0.00462266724615662
"GO_REGULATION_OF_LIPOPROTEIN_LIPASE_ACTIVITY",8,"Up",0.000109013967462184,0.00476336917400364
"GO_VERY_LOW_DENSITY_LIPOPROTEIN_PARTICLE",12,"Up",0.000114827235086324,0.00494720696060731
"GO_TRIGLYCERIDE_RICH_LIPOPROTEIN_PARTICLE",12,"Up",0.000114827235086324,0.00494720696060731
"GO_RAGE_RECEPTOR_BINDING",9,"Down",0.000121023706529891,0.00517796566618512
"GO_IMMUNE_EFFECTOR_PROCESS",275,"Up",0.0001226058987233,0.00519123388917055
"GO_STRUCTURE_SPECIFIC_DNA_BINDING",103,"Down",0.000123019014416312,0.00519123388917055
"GO_MACROMOLECULAR_COMPLEX_REMODELING",12,"Up",0.000128251849363394,0.00530308485857632
"GO_PLASMA_LIPOPROTEIN_PARTICLE_REMODELING",12,"Up",0.000128251849363394,0.00530308485857632
"GO_PROTEIN_LIPID_COMPLEX_REMODELING",12,"Up",0.000128251849363394,0.00530308485857632
"GO_TRANSFERASE_ACTIVITY_TRANSFERRING_GLYCOSYL_GROUPS",198,"Up",0.000129143481844141,0.0053043532776117
"GO_ACTIVATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ACTIVITY",4,"Up",0.000131800067886512,0.00537761733939603
"GO_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS",89,"Up",0.000133218001769345,0.0053997112427693
"GO_MITOTIC_SPINDLE_ORGANIZATION",61,"Down",0.000136673479460599,0.00550356409775653
"GO_ANION_TRANSMEMBRANE_TRANSPORT",134,"Up",0.000139184845193881,0.00556329222502247
"GO_SUPRAMOLECULAR_FIBER",453,"Down",0.000139962716260101,0.00556329222502247
"GO_ORGANIC_HYDROXY_COMPOUND_TRANSPORT",89,"Up",0.000145175313930042,0.00573349428924992
"GO_RESPONSE_TO_BIOTIC_STIMULUS",506,"Up",0.000148553131704105,0.00582952767152222
"GO_ACYLGLYCEROL_HOMEOSTASIS",15,"Up",0.000151362444490542,0.00585213634220197
"GO_TRIGLYCERIDE_HOMEOSTASIS",15,"Up",0.000151362444490542,0.00585213634220197
"GO_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY",90,"Up",0.000151978869461502,0.00585213634220197
"GO_DNA_RECOMBINATION",176,"Down",0.000154140138007258,0.00589849310722185
"GO_NEGATIVE_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY",17,"Down",0.000155442113039291,0.00591159789157451
"GO_REGULATION_OF_VIRAL_GENOME_REPLICATION",65,"Up",0.000161311682350663,0.00609718573596584
"GO_SPLICEOSOMAL_TRI_SNRNP_COMPLEX",26,"Down",0.000163792960958484,0.00615322214917818
"GO_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS",416,"Down",0.000181507475642771,0.00677737913597039
"GO_POSITIVE_REGULATION_OF_LIPID_STORAGE",15,"Up",0.000193085431491667,0.00716626110494074
"GO_ENDOPLASMIC_RETICULUM",1160,"Up",0.000199413692666526,0.00730077348939353
"GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY",27,"Up",0.000199984741188681,0.00730077348939353
"GO_CELLULAR_RESPONSE_TO_CYTOKINE_STIMULUS",352,"Up",0.000200264684257021,0.00730077348939353
"GO_CHROMOSOME_LOCALIZATION",50,"Down",0.000212118181233993,0.00764771568009996
"GO_NEGATIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION",180,"Down",0.000212264142395243,0.00764771568009996
"GO_MEIOTIC_CHROMOSOME_SEGREGATION",34,"Down",0.000213531723712111,0.00764865668482743
"GO_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY",47,"Up",0.000216464318659367,0.00770888246971308
"GO_CONDENSED_NUCLEAR_CHROMOSOME",62,"Down",0.000218245945877012,0.00772766248590961
"GO_DAMAGED_DNA_BINDING",59,"Down",0.000219990899226408,0.0077449367436223
"GO_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION",82,"Down",0.00022311004995798,0.00780082823206548
"GO_SWI_SNF_SUPERFAMILY_TYPE_COMPLEX",63,"Down",0.000224110793227656,0.00780082823206548
"GO_RESPONSE_TO_CYTOKINE",435,"Up",0.000228573977312212,0.00791148468663225
"GO_NEUTRAL_AMINO_ACID_TRANSPORT",20,"Up",0.000231122027183367,0.00794230208491206
"GO_SULFUR_COMPOUND_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",14,"Up",0.000232042586476898,0.00794230208491206
"GO_MICROTUBULE",334,"Down",0.000239752740036599,0.00816086536666013
"GO_POSITIVE_REGULATION_OF_TRIGLYCERIDE_LIPASE_ACTIVITY",6,"Up",0.000242040391082563,0.00819346620582235
"GO_CYTOSKELETAL_PART",1110,"Down",0.000245907465818855,0.00826562736654569
"GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE",23,"Up",0.000247728661058497,0.00826562736654569
"GO_MICROTUBULE_ORGANIZING_CENTER_PART",131,"Down",0.000248939811158073,0.00826562736654569
"GO_LIPOPROTEIN_METABOLIC_PROCESS",102,"Up",0.000249538498649164,0.00826562736654569
"GO_EXTERNAL_SIDE_OF_PLASMA_MEMBRANE",79,"Up",0.000251250987183604,0.00827784669539134
"GO_REGULATION_OF_CHROMOSOME_SEGREGATION",78,"Down",0.000256329996261209,0.00837610870198879
"GO_TUBULIN_BINDING",226,"Down",0.00025695253119232,0.00837610870198879
"GO_CHROMOSOME_ORGANIZATION_INVOLVED_IN_MEIOTIC_CELL_CYCLE",25,"Down",0.000260372359897989,0.00843216109030698
"GO_GLYCOSYLCERAMIDE_METABOLIC_PROCESS",9,"Up",0.000261409311515766,0.00843216109030698
"GO_ORGANELLE_FISSION",408,"Down",0.000263202800878003,0.00844579404275716
"GO_CHOLESTEROL_EFFLUX",16,"Up",0.000265508511679751,0.00847401927111617
"GO_DEFENSE_RESPONSE",609,"Up",0.000266833263852708,0.00847401927111617
"GO_LYTIC_VACUOLE_MEMBRANE",237,"Up",0.00027182889132105,0.00858839897143071
"GO_SPINDLE_CHECKPOINT",23,"Down",0.000275831282160025,0.00864717247932544
"GO_CYTOPLASMIC_TRANSLATION",39,"Down",0.000276653476049564,0.00864717247932544
"GO_RRNA_METABOLIC_PROCESS",237,"Down",0.000277899716102327,0.00864717247932544
"GO_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT",54,"Down",0.000285955121033347,0.00885311306877614
"GO_NEUTRAL_LIPID_METABOLIC_PROCESS",51,"Up",0.000288098037853962,0.00887486005609131
"GO_PHOSPHATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",27,"Up",0.000290232064382392,0.00889611815253692
"GO_DNA_DAMAGE_RESPONSE_DETECTION_OF_DNA_DAMAGE",35,"Down",0.000294225358619448,0.00894732628977558
"GO_MISMATCH_REPAIR",23,"Down",0.000294807212599325,0.00894732628977558
"GO_CELLULAR_RESPONSE_TO_VIRUS",16,"Up",0.000296382544764309,0.00895104342300444
"GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM",96,"Down",0.000302659901229209,0.00909603732425929
"GO_REGULATION_BY_VIRUS_OF_VIRAL_PROTEIN_LEVELS_IN_HOST_CELL",11,"Up",0.000307081918421345,0.00911273347610702
"GO_KERATAN_SULFATE_METABOLIC_PROCESS",24,"Up",0.00030738608585192,0.00911273347610702
"GO_STEROL_TRANSPORT",34,"Up",0.000308920215074615,0.00911273347610702
"GO_TRANSLATIONAL_INITIATION",136,"Down",0.000309131844912574,0.00911273347610702
"GO_AMINOGLYCAN_METABOLIC_PROCESS",101,"Up",0.000312668896128851,0.00917310985261835
"GO_REGULATION_OF_INNATE_IMMUNE_RESPONSE",256,"Up",0.000317137578634453,0.0092569096695781
"GO_POSITIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION",39,"Up",0.000318530246705171,0.0092569096695781
"GO_REGULATION_OF_RESPONSE_TO_INTERFERON_GAMMA",20,"Up",0.000320831064334833,0.00928000087965684
"GO_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION",36,"Up",0.000323435552009497,0.00931161885948838
"GO_LIPOSACCHARIDE_METABOLIC_PROCESS",85,"Up",0.000325337122223868,0.00932280004661048
"GO_SULFUR_COMPOUND_TRANSPORT",19,"Up",0.000329625041251571,0.009401943884958
"GO_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY",45,"Down",0.000337387914937101,0.00951264090737866
"GO_REGULATION_OF_LIPID_STORAGE",32,"Up",0.000338122489702238,0.00951264090737866
"GO_REGULATION_OF_ALPHA_BETA_T_CELL_PROLIFERATION",11,"Up",0.000338138022839787,0.00951264090737866
"GO_GOLGI_MEMBRANE",557,"Up",0.000340923132535686,0.00954739736160165
"GO_RECEPTOR_ACTIVITY",483,"Up",0.000356595711092458,0.00985475292238067
"GO_PROTEIN_ALPHA_1_2_DEMANNOSYLATION",12,"Up",0.000356696948821764,0.00985475292238067
"GO_PROTEIN_DEMANNOSYLATION",12,"Up",0.000356696948821764,0.00985475292238067
"GO_CYTOSOLIC_RIBOSOME",98,"Down",0.000369617074099199,0.0101661196139516
"GO_DIGESTIVE_SYSTEM_PROCESS",35,"Up",0.000371770211554521,0.0101798945483885
"GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE",38,"Up",0.000377251116656475,0.0102842660607104
"GO_MICROTUBULE_CYTOSKELETON",933,"Down",0.000391442741637507,0.0105834315378264
"GO_NUCLEOTIDE_EXCISION_REPAIR_DNA_INCISION",37,"Down",0.000391660832758385,0.0105834315378264
"GO_SPLICEOSOMAL_COMPLEX",166,"Down",0.000394723161838797,0.0106196043672001
"GO_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION",153,"Down",0.000397644171825149,0.0106516771418032
"GO_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE",73,"Up",0.000405001868133662,0.0107817281003978
"GO_CELL_SURFACE",372,"Up",0.000405999175343661,0.0107817281003978
"GO_RNA_SPLICING",341,"Down",0.000409180180884879,0.0108195669288916
"GO_RECIPROCAL_DNA_RECOMBINATION",29,"Down",0.000417659737699019,0.0109497942296326
"GO_RECIPROCAL_MEIOTIC_RECOMBINATION",29,"Down",0.000417659737699019,0.0109497942296326
"GO_DETECTION_OF_BIOTIC_STIMULUS",9,"Up",0.000430098474215352,0.0112281216086474
"GO_POLY_A_RNA_BINDING",1104,"Down",0.000474235109225244,0.0123281118478343
"GO_CYTOKINE_RECEPTOR_ACTIVITY",34,"Up",0.000490696860333065,0.012621863874078
"GO_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE",89,"Up",0.000491240572285207,0.012621863874078
"GO_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORT",59,"Up",0.000491681111796579,0.012621863874078
"GO_DNA_STRAND_ELONGATION",27,"Down",0.000494762690453999,0.0126301996715899
"GO_PEPTIDE_HORMONE_PROCESSING",14,"Up",0.000496105879000936,0.0126301996715899
"GO_SPINDLE_ASSEMBLY",61,"Down",0.000510271695249875,0.0129373823639279
"GO_CHROMOSOME_TELOMERIC_REGION",145,"Down",0.000512830024560416,0.0129489581201505
"GO_EPIDERMAL_CELL_DIFFERENTIATION",108,"Down",0.000521814097211128,0.0131220271547664
"GO_REGULATION_OF_CHEMOKINE_PRODUCTION",35,"Up",0.000536636399072491,0.0133427643345477
"GO_REGULATION_OF_STEROL_TRANSPORT",25,"Up",0.000537089036677135,0.0133427643345477
"GO_REGULATION_OF_CHOLESTEROL_TRANSPORT",25,"Up",0.000537089036677135,0.0133427643345477
"GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_CIRCULATORY_RENIN_ANGIOTENSIN",7,"Up",0.00054606646166667,0.013501998497425
"GO_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",41,"Up",0.000549891936418608,0.013501998497425
