"","NGenes","Direction","PValue","FDR"
"GO_SMALL_RIBOSOMAL_SUBUNIT",61,"Down",7.06491508656729e-08,2.07271151658767e-05
"GO_RESPONSE_TO_INTERFERON_GAMMA",71,"Up",1.44568743692418e-07,4.04858195404086e-05
"GO_RRNA_METABOLIC_PROCESS",237,"Down",5.37483405168044e-07,0.000143975446053927
"GO_SPLICEOSOMAL_TRI_SNRNP_COMPLEX",26,"Down",6.0258546067822e-07,0.000154688709301605
"GO_STRUCTURAL_MOLECULE_ACTIVITY",499,"Down",9.75559384886726e-07,0.000240416854811485
"GO_SOLUTE_PROTON_SYMPORTER_ACTIVITY",18,"Up",1.11780965538717e-06,0.000258873407706579
"GO_DIGESTION",58,"Up",1.13448823374089e-06,0.000258873407706579
"GO_CYTOPLASMIC_TRANSLATION",39,"Down",1.20680316837411e-06,0.000265539797155459
"GO_NEGATIVE_REGULATION_OF_CELL_KILLING",12,"Up",1.29091528065855e-06,0.000274252725659907
"GO_REGULATION_OF_EPIDERMAL_GROWTH_FACTOR_ACTIVATED_RECEPTOR_ACTIVITY",18,"Up",1.36743138753659e-06,0.000280824825953765
"GO_INNER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX",97,"Down",1.72715626785454e-06,0.000343258379556511
"GO_MHC_CLASS_I_PROTEIN_COMPLEX",7,"Up",2.02243118763735e-06,0.000389381204594804
"GO_REGULATION_OF_LEUKOCYTE_MEDIATED_CYTOTOXICITY",29,"Up",2.16543562001555e-06,0.000404280268330781
"GO_RESPONSE_TO_VIRUS",166,"Up",2.73079221912269e-06,0.000494835613588674
"GO_REGULATION_OF_CELL_KILLING",32,"Up",3.13373813361623e-06,0.000551627446891702
"GO_RESPIRATORY_CHAIN",70,"Down",3.60629719832778e-06,0.000617177695524929
"GO_POSITIVE_REGULATION_OF_EPIDERMAL_GROWTH_FACTOR_ACTIVATED_RECEPTOR_ACTIVITY",7,"Up",3.82389093727068e-06,0.000636729515257424
"GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE",227,"Down",4.68217371672552e-06,0.000759128217598578
"GO_SMALL_NUCLEAR_RIBONUCLEOPROTEIN_COMPLEX",60,"Down",5.61838562521163e-06,0.000887560867613561
"GO_MHC_PROTEIN_COMPLEX",11,"Up",7.43358638408914e-06,0.00114495814280933
"GO_RIBOSOME_BIOGENESIS",288,"Down",8.06799784193658e-06,0.00117015660416561
"GO_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS",416,"Down",8.15664426321594e-06,0.00117015660416561
"GO_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY",20,"Up",8.16697516298026e-06,0.00117015660416561
"GO_NEGATIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE",32,"Up",8.49608716137085e-06,0.00118964529548195
"GO_RIBONUCLEOPROTEIN_COMPLEX",647,"Down",9.08140293209561e-06,0.00124334496588091
"GO_SOLUTE_CATION_SYMPORTER_ACTIVITY",49,"Up",9.63544987331052e-06,0.00129052188411883
"GO_U4_U6_X_U5_TRI_SNRNP_COMPLEX",21,"Down",9.99430434777043e-06,0.0012938219209672
"GO_NEGATIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY",10,"Up",1.02900948104841e-05,0.0012938219209672
"GO_NEGATIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY",10,"Up",1.02900948104841e-05,0.0012938219209672
"GO_MITOCHONDRIAL_PROTEIN_COMPLEX",123,"Down",1.0525891136058e-05,0.00129700030578506
"GO_RNA_CATABOLIC_PROCESS",211,"Down",1.35267670257288e-05,0.00163408650285324
"GO_CHROMATIN_SILENCING",75,"Down",1.57923023685044e-05,0.00184486508944877
"GO_RESPONSE_TO_INTERFERON_ALPHA",17,"Up",1.58704511833769e-05,0.00184486508944877
"GO_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY",12,"Up",1.78579746474116e-05,0.00203746262597598
"GO_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY",8,"Up",1.95400240460398e-05,0.00218883796632093
"GO_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION",39,"Up",2.25851205769654e-05,0.00248476656919079
"GO_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS",200,"Down",2.51851380093726e-05,0.00272220412764465
"GO_CYTOKINE_MEDIATED_SIGNALING_PATHWAY",247,"Up",2.95058030124182e-05,0.00313422848895704
"GO_POSITIVE_REGULATION_OF_CELL_KILLING",18,"Up",3.03248566246229e-05,0.00316663460447969
"GO_PEPTIDE_METABOLIC_PROCESS",463,"Down",3.14042684887879e-05,0.00322469496932371
"GO_AMIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",12,"Up",3.2099864343274e-05,0.00324208629867068
"GO_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY",18,"Up",3.62485329859007e-05,0.00360205180203442
"GO_ER_TO_GOLGI_TRANSPORT_VESICLE",54,"Up",3.81660846127652e-05,0.00373240075078169
"GO_AMIDE_BIOSYNTHETIC_PROCESS",430,"Down",4.04638763319794e-05,0.00389528034502071
"GO_OXIDATIVE_PHOSPHORYLATION",77,"Down",4.4653922411397e-05,0.00420244627446842
"GO_NADH_DEHYDROGENASE_COMPLEX",38,"Down",4.50189018203077e-05,0.00420244627446842
"GO_ELECTRON_TRANSPORT_CHAIN",85,"Down",4.81547039598526e-05,0.00442807658353212
"GO_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR",72,"Down",5.49706840930079e-05,0.00498050565730914
"GO_NEGATIVE_REGULATION_OF_VIRAL_PROCESS",67,"Up",6.546013918124e-05,0.00584492634051623
"GO_CATALYTIC_STEP_2_SPLICEOSOME",87,"Down",6.70548007176411e-05,0.00590178038887696
"GO_DEFENSE_RESPONSE_TO_OTHER_ORGANISM",263,"Up",7.64458369624797e-05,0.00663356058487095
"GO_PLATELET_AGGREGATION",25,"Down",9.12038546463537e-05,0.00780426317328035
"GO_MITOCHONDRIAL_MEMBRANE_PART",153,"Down",0.000107881248296646,0.00900879197166311
"GO_ZINC_II_ION_TRANSPORT",19,"Up",0.000109546662998156,0.00900879197166311
"GO_NUCLEOTIDE_EXCISION_REPAIR",107,"Down",0.000109667164076405,0.00900879197166311
"GO_FORMATION_OF_TRANSLATION_PREINITIATION_COMPLEX",21,"Down",0.000113001481870134,0.00907021192538359
"GO_ER_TO_GOLGI_TRANSPORT_VESICLE_MEMBRANE",40,"Up",0.000113359246592199,0.00907021192538359
"GO_SECONDARY_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",118,"Up",0.000117548954573539,0.00928486037343047
"GO_U5_SNRNP",16,"Down",0.000120148932234506,0.00937009584173156
"GO_DIVALENT_INORGANIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",91,"Up",0.000140294988535317,0.0107313000121797
"GO_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",179,"Up",0.000142202800195771,0.0107313000121797
"GO_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY",29,"Up",0.000142828534490949,0.0107313000121797
"GO_HYDROLASE_ACTIVITY_HYDROLYZING_O_GLYCOSYL_COMPOUNDS",60,"Up",0.000145883227328272,0.0108287537779456
"GO_CATION_SUGAR_SYMPORTER_ACTIVITY",10,"Up",0.000147640957164667,0.0108287611558513
"GO_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS",256,"Down",0.000151863494419029,0.0110074234013604
"GO_CELLULAR_RESPIRATION",129,"Down",0.000158058842278934,0.0113232619451223
"GO_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE",38,"Down",0.000160228619165136,0.0113467646284644
"GO_ZINC_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",17,"Up",0.000172103075621554,0.0120491710102772
"GO_SYMPORTER_ACTIVITY",69,"Up",0.000175125793472953,0.0121230338605265
"GO_NCRNA_PROCESSING",366,"Down",0.000182990061632963,0.0125266863302298
"GO_REGULATION_OF_RESPONSE_TO_INTERFERON_GAMMA",20,"Up",0.000198279013504361,0.0134241428813227
"GO_NADH_DEHYDROGENASE_ACTIVITY",34,"Down",0.000213080712453448,0.0142436377083069
"GO_INNATE_IMMUNE_RESPONSE",306,"Up",0.000215007029195349,0.0142436377083069
"GO_PROTEIN_LOCALIZATION_TO_MEMBRANE",308,"Down",0.000224431621499819,0.0147098214900041
"GO_MRNA_METABOLIC_PROCESS",556,"Down",0.000239971250451464,0.0155218425471004
"GO_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE",68,"Up",0.000242502837272946,0.0155218425471004
"GO_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY",48,"Up",0.000244378952616253,0.0155218425471004
"GO_VERY_LOW_DENSITY_LIPOPROTEIN_PARTICLE",12,"Up",0.000251624809382838,0.0156591964707845
"GO_TRIGLYCERIDE_RICH_LIPOPROTEIN_PARTICLE",12,"Up",0.000251624809382838,0.0156591964707845
"GO_MITOCHONDRIAL_TRANSLATION",99,"Down",0.00025476742727043,0.0156805451190082
"GO_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE",41,"Up",0.000257058116705052,0.0156805451190082
"GO_LUMENAL_SIDE_OF_MEMBRANE",21,"Up",0.000260573968556122,0.0157391786301399
"GO_EUKARYOTIC_TRANSLATION_INITIATION_FACTOR_3_COMPLEX",16,"Down",0.000278407492115213,0.0166262427286255
"GO_INTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE",703,"Up",0.00028065723807451,0.0166262427286255
"GO_CHYLOMICRON",7,"Up",0.000300743963313077,0.0175249686929992
"GO_NEGATIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC",92,"Down",0.000301517072140548,0.0175249686929992
"GO_POLY_A_RNA_BINDING",1102,"Down",0.000304841331247985,0.0175525929141947
"GO_REGULATION_OF_LIPOPROTEIN_LIPASE_ACTIVITY",8,"Up",0.000316285661805415,0.0178904897879057
"GO_MYELIN_SHEATH",137,"Down",0.000316517348950125,0.0178904897879057
"GO_IMMUNE_RESPONSE",519,"Up",0.000336278930033334,0.0188346771630488
"GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H_QUINONE_OR_SIMILAR_COMPOUND_AS_ACCEPTOR",45,"Down",0.000340516719617253,0.0189002117978549
"GO_U2_SNRNP",19,"Down",0.000345154473236641,0.0189865777643834
"GO_DNA_PACKAGING_COMPLEX",83,"Down",0.000362683446510701,0.0197742718048887
"GO_TRANSLATIONAL_ELONGATION",102,"Down",0.00036820443764048,0.0198991889500263
"GO_POSITIVE_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION",11,"Up",0.000380356151441559,0.0203771673828821
"GO_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS",47,"Down",0.000385056471465363,0.0204511458680871
"GO_SNRNA_BINDING",34,"Down",0.000393525659153987,0.020722321248271
"GO_OLIGOPEPTIDE_BINDING",11,"Down",0.000422872579706189,0.0220789657929646
"GO_SUGAR_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",21,"Up",0.000449101385197357,0.0232513750773186
"GO_EXTERNAL_SIDE_OF_PLASMA_MEMBRANE",84,"Up",0.000465463191118892,0.0237923258110486
"GO_GLYCOSYLATION",206,"Up",0.00046727340093116,0.0237923258110486
"GO_GLUTATHIONE_TRANSFERASE_ACTIVITY",23,"Down",0.000473739844496958,0.0239238621470964
"GO_ORGANOPHOSPHATE_ESTER_TRANSPORT",68,"Up",0.000479636197931133,0.0240247041906806
"GO_NEGATIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY",21,"Up",0.000484939259114121,0.0240944417371137
"GO_PROTEIN_N_LINKED_GLYCOSYLATION",62,"Up",0.000491878116404668,0.0241087403177429
"GO_SPLICEOSOMAL_SNRNP_ASSEMBLY",37,"Down",0.000493053283563643,0.0241087403177429
"GO_NUCLEOTIDE_EXCISION_REPAIR_DNA_INCISION",37,"Down",0.000513966743763284,0.0249334575458708
"GO_RECEPTOR_ACTIVITY",490,"Up",0.000524832427619142,0.0250944262095477
"GO_DETECTION_OF_OTHER_ORGANISM",7,"Up",0.0005280911757173,0.0250944262095477
"GO_STRUCTURE_SPECIFIC_DNA_BINDING",103,"Down",0.000531821117324477,0.0250944262095477
"GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H",75,"Down",0.000533577314307863,0.0250944262095477
"GO_N_GLYCAN_PROCESSING",16,"Up",0.000540561659236432,0.025230305928452
"GO_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS",72,"Down",0.000555605190436003,0.025737470513355
"GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE",321,"Down",0.000568258024195013,0.0260761891691643
"GO_GLYCOPROTEIN_METABOLIC_PROCESS",258,"Up",0.000571382168128094,0.0260761891691643
"GO_REGULATION_OF_INTERFERON_ALPHA_PRODUCTION",13,"Up",0.000648333601818941,0.0293704655941654
"GO_IMMUNE_EFFECTOR_PROCESS",275,"Up",0.000673204851294214,0.0302745626921434
"GO_REGULATION_OF_PLASMA_LIPOPROTEIN_PARTICLE_LEVELS",29,"Up",0.000679552708366912,0.0303385814220909
"GO_CARBOHYDRATE_TRANSPORTER_ACTIVITY",25,"Up",0.000725188485553049,0.031577734210333
"GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_HEME_GROUP_OF_DONORS",20,"Down",0.000731703825444045,0.031577734210333
"GO_MACROMOLECULAR_COMPLEX_REMODELING",12,"Up",0.000732935561122808,0.031577734210333
"GO_PLASMA_LIPOPROTEIN_PARTICLE_REMODELING",12,"Up",0.000732935561122808,0.031577734210333
"GO_PROTEIN_LIPID_COMPLEX_REMODELING",12,"Up",0.000732935561122808,0.031577734210333
"GO_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS",90,"Up",0.000771685575647552,0.0329012888824787
"GO_SPLICEOSOMAL_TRI_SNRNP_COMPLEX_ASSEMBLY",11,"Down",0.000774336453166597,0.0329012888824787
"GO_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_I_BIOGENESIS",53,"Down",0.000800526728434075,0.033324629553259
"GO_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_I_ASSEMBLY",53,"Down",0.000800526728434075,0.033324629553259
"GO_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY",53,"Down",0.000800526728434075,0.033324629553259
"GO_PEPTIDE_ANTIGEN_BINDING",16,"Up",0.000806718967249093,0.0333570171625615
"GO_GLUTATHIONE_METABOLIC_PROCESS",41,"Down",0.000832225388528895,0.0341822707915102
"GO_VIRAL_LIFE_CYCLE",256,"Down",0.000839049159190998,0.0342343170183824
"GO_ACYLGLYCEROL_HOMEOSTASIS",16,"Up",0.000871130055294246,0.0349308064167575
"GO_TRIGLYCERIDE_HOMEOSTASIS",16,"Up",0.000871130055294246,0.0349308064167575
"GO_CELL_SURFACE",377,"Up",0.00087312841879251,0.0349308064167575
"GO_NUCLEOSOMAL_DNA_BINDING",29,"Down",0.000884448472278007,0.0351554002432568
"GO_RNA_PROCESSING",767,"Down",0.000899441966644854,0.0355221920288394
"GO_SIGNALING_RECEPTOR_ACTIVITY",356,"Up",0.00091157605940034,0.0357336389265144
"GO_TRANSLATIONAL_TERMINATION",87,"Down",0.000916395869240265,0.0357336389265144
"GO_RIBONUCLEOPROTEIN_COMPLEX_SUBUNIT_ORGANIZATION",188,"Down",0.00101681948541859,0.0389720974810799
"GO_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION",25,"Up",0.00102143920027636,0.0389720974810799
"GO_PHOSPHOLIPID_TRANSPORT",40,"Up",0.00102437074805831,0.0389720974810799
"GO_DETECTION_OF_BIOTIC_STIMULUS",9,"Up",0.00102474919524995,0.0389720974810799
"GO_SPLICEOSOMAL_COMPLEX",166,"Down",0.00103717580634669,0.0390300248472719
"GO_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS",54,"Down",0.00104527740623273,0.0390300248472719
"GO_PURINE_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS",54,"Down",0.00104527740623273,0.0390300248472719
"GO_DIGESTIVE_SYSTEM_PROCESS",36,"Up",0.00107962312799015,0.0397257594833831
"GO_REGULATION_OF_ALPHA_BETA_T_CELL_PROLIFERATION",12,"Up",0.00108474723564864,0.0397257594833831
"GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE",24,"Up",0.00109350036023727,0.0397257594833831
"GO_TELOMERE_ORGANIZATION",93,"Down",0.00109509112968027,0.0397257594833831
"GO_RIBOSOMAL_SMALL_SUBUNIT_ASSEMBLY",15,"Down",0.00109614983154928,0.0397257594833831
"GO_CYTOKINE_RECEPTOR_ACTIVITY",36,"Up",0.00116057624917687,0.0418146799484136
"GO_NEGATIVE_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY",17,"Down",0.00118277000055915,0.0423665463572379
"GO_NCRNA_METABOLIC_PROCESS",494,"Down",0.00120471626464097,0.0425031301397475
"GO_PRECATALYTIC_SPLICEOSOME",22,"Down",0.00120668583414199,0.0425031301397475
"GO_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS",183,"Down",0.00120727930116147,0.0425031301397475
"GO_NEGATIVE_REGULATION_OF_MULTI_ORGANISM_PROCESS",99,"Up",0.00123040787759116,0.0430712666695407
"GO_HETEROCHROMATIN",61,"Down",0.00125439098029474,0.0436627278508242
"GO_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY",89,"Up",0.00126293188818015,0.0437130526015611
"GO_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY",81,"Up",0.00127525977588574,0.0438931591018548
"GO_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS",192,"Down",0.00130017666935309,0.0445021581104686
"GO_ANTIGEN_PROCESSING_AND_PRESENTATION_VIA_MHC_CLASS_IB",7,"Up",0.0013268227042955,0.0450986160894478
"GO_PROTEIN_TARGETING",355,"Down",0.00133224283854561,0.0450986160894478
"GO_PROTEIN_DNA_COMPLEX_SUBUNIT_ORGANIZATION",187,"Down",0.00134581725954901,0.045267427325995
"GO_AXONEME_ASSEMBLY",33,"Down",0.00135192446485686,0.045267427325995
"GO_U12_TYPE_SPLICEOSOMAL_COMPLEX",26,"Down",0.00136768969327998,0.0455477632448537
"GO_SARCOMERE_ORGANIZATION",15,"Down",0.00140623919216611,0.0465797831340613
"GO_RIBONUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS",45,"Down",0.00143146536573405,0.0468066579870765
"GO_POSITIVE_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME",11,"Down",0.00143543734867884,0.0468066579870765
"GO_DNA_DAMAGE_RESPONSE_DETECTION_OF_DNA_DAMAGE",35,"Down",0.00143588027261118,0.0468066579870765
"GO_NUCLEOSOME_BINDING",43,"Down",0.00145704533005413,0.0472466119919133
"GO_TRANSITION_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",30,"Up",0.00146710646918895,0.047323785113472
"GO_NEGATIVE_REGULATION_OF_RNA_SPLICING",24,"Down",0.00148080893778323,0.0475169993004294
"GO_RNA_SPLICING",340,"Down",0.00151555454234588,0.0481763314323887
"GO_METHYLOSOME",12,"Down",0.00151699534132177,0.0481763314323887
