"","NGenes","Direction","PValue","FDR"
"KRASNOSELSKAYA_ILF3_TARGETS_UP",30,"Up",2.5876421347971e-13,4.03348717761497e-11
"REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE",101,"Down",3.51952542645676e-13,5.26661784814989e-11
"ZHU_CMV_8_HR_UP",40,"Up",1.24509620526052e-12,1.79150188610753e-10
"REACTOME_NONSENSE_MEDIATED_DECAY_ENHANCED_BY_THE_EXON_JUNCTION_COMPLEX",99,"Down",3.42121858261328e-12,4.74028841390973e-10
"HSIAO_HOUSEKEEPING_GENES",370,"Down",5.36432054982342e-12,7.16711542031765e-10
"REACTOME_TRANSLATION",137,"Down",7.22347524878844e-12,9.31828307093709e-10
"UROSEVIC_RESPONSE_TO_IMIQUIMOD",15,"Up",8.68500768351926e-12,1.08302045813485e-09
"LIANG_SILENCED_BY_METHYLATION_2",38,"Up",9.59281185574749e-12,1.15763577910811e-09
"REACTOME_INFLUENZA_LIFE_CYCLE",128,"Down",1.41588078347188e-11,1.6552531284276e-09
"ZHAN_MULTIPLE_MYELOMA_LB_DN",31,"Up",1.8795879406332e-11,2.13076923815419e-09
"TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_UP",123,"Up",2.5233657307074e-11,2.77644447016953e-09
"GRANDVAUX_IRF3_TARGETS_UP",14,"Up",3.18751068670792e-11,3.40699356542123e-09
"KIM_LRRC3B_TARGETS",25,"Up",4.42826646339289e-11,4.60170689987578e-09
"DER_IFN_BETA_RESPONSE_UP",94,"Up",8.04585403947486e-11,8.13501080045282e-09
"TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_8D_UP",99,"Up",1.09530332671318e-10,1.07829730137737e-08
"MAHADEVAN_RESPONSE_TO_MP470_UP",11,"Up",3.69749085643224e-10,3.54674699843924e-08
"WALLACE_PROSTATE_CANCER_RACE_UP",152,"Up",6.21914390906774e-10,5.8164543409556e-08
"DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_UP",291,"Up",1.27168505269217e-09,1.1603350688101e-07
"GRANDVAUX_IFN_RESPONSE_NOT_VIA_IRF3",12,"Up",2.53876937011581e-09,2.26131814609601e-07
"CHNG_MULTIPLE_MYELOMA_HYPERPLOID_UP",48,"Down",3.02935886078014e-09,2.61618775875276e-07
"CHEN_HOXA5_TARGETS_9HR_UP",207,"Up",3.07704521211231e-09,2.61618775875276e-07
"TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_16D_UP",100,"Up",5.00318452841524e-09,4.1593140712892e-07
"STAMBOLSKY_TARGETS_OF_MUTATED_TP53_DN",40,"Up",5.44939914079341e-09,4.4317830838496e-07
"REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY",6,"Up",7.0826483505734e-09,5.63748669776491e-07
"REACTOME_INTERFERON_SIGNALING",121,"Up",1.32404816162666e-08,1.03193003596778e-06
"NUYTTEN_EZH2_TARGETS_UP",891,"Up",1.46058123236706e-08,1.11510905924187e-06
"REACTOME_INTERFERON_GAMMA_SIGNALING",40,"Up",1.52589198005697e-08,1.12611158712794e-06
"KIM_ALL_DISORDERS_DURATION_CORR_DN",130,"Down",1.53519622944466e-08,1.12611158712794e-06
"REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS_",88,"Down",1.73784179796505e-08,1.25024349349755e-06
"REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX",45,"Down",3.13806156196816e-08,2.21499779307979e-06
"ZHANG_RESPONSE_TO_IKK_INHIBITOR_AND_TNF_UP",182,"Up",3.30129927450654e-08,2.28706677517203e-06
"REACTOME_MRNA_SPLICING",107,"Down",3.55728976207097e-08,2.41955646227997e-06
"REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S",53,"Down",3.62189686949153e-08,2.41955646227997e-06
"DAIRKEE_TERT_TARGETS_UP",324,"Down",6.50579040078647e-08,4.26985296304249e-06
"KEGG_OXIDATIVE_PHOSPHORYLATION",115,"Down",9.13856365014358e-08,5.89437355434261e-06
"REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC",18,"Up",9.59763037519373e-08,6.08554834467792e-06
"XU_HGF_TARGETS_INDUCED_BY_AKT1_6HR",19,"Up",1.03494492489994e-07,6.4528816067511e-06
"REACTOME_METABOLISM_OF_MRNA",198,"Down",1.20161263875282e-07,7.36923423208904e-06
"KIM_ALL_DISORDERS_OLIGODENDROCYTE_NUMBER_CORR_UP",640,"Down",1.29137414625457e-07,7.79198496957801e-06
"KIM_BIPOLAR_DISORDER_OLIGODENDROCYTE_DENSITY_CORR_UP",594,"Down",1.5384542900709e-07,8.96735505612864e-06
"PECE_MAMMARY_STEM_CELL_UP",130,"Down",1.55781913224927e-07,8.96735505612864e-06
"LIN_APC_TARGETS",70,"Down",1.55808093731185e-07,8.96735505612864e-06
"REACTOME_MRNA_SPLICING_MINOR_PATHWAY",42,"Down",1.67777643886319e-07,9.50994190573815e-06
"FULCHER_INFLAMMATORY_RESPONSE_LECTIN_VS_LPS_DN",363,"Up",1.78207777001385e-07,9.95037751883851e-06
"REACTOME_RESPIRATORY_ELECTRON_TRANSPORT",72,"Down",1.81511310165172e-07,9.98579134305748e-06
"LI_DCP2_BOUND_MRNA",83,"Down",1.89340298236911e-07,1.02655370391925e-05
"WAMUNYOKOLI_OVARIAN_CANCER_GRADES_1_2_UP",130,"Up",2.27931879073563e-07,1.21813308516314e-05
"TSAI_DNAJB4_TARGETS_UP",12,"Up",3.72023011627575e-07,1.96019448802642e-05
"BECKER_TAMOXIFEN_RESISTANCE_UP",41,"Up",5.32813435351984e-07,2.76840980784969e-05
"MOOTHA_VOXPHOS",84,"Down",6.79263818684632e-07,3.4809944461633e-05
"KEGG_PARKINSONS_DISEASE",113,"Down",7.85596565670472e-07,3.97150912455842e-05
"GAURNIER_PSMD4_TARGETS",25,"Up",8.13113673614277e-07,4.05581100398802e-05
"KEGG_HUNTINGTONS_DISEASE",160,"Down",1.05919980211912e-06,5.21377165753637e-05
"REACTOME_METABOLISM_OF_RNA",243,"Down",1.14934638070361e-06,5.58403222105481e-05
"WINZEN_DEGRADED_VIA_KHSRP",70,"Up",1.1941853953479e-06,5.72749687691857e-05
"SANA_RESPONSE_TO_IFNG_DN",76,"Down",1.47926676355859e-06,7.00498349680089e-05
"LEE_EARLY_T_LYMPHOCYTE_DN",36,"Up",1.53487271668789e-06,7.17744854141175e-05
"REACTOME_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT",122,"Down",1.62916858070878e-06,7.52434525979202e-05
"REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA",136,"Down",1.74086788739178e-06,7.94217898382029e-05
"GRADE_COLON_CANCER_UP",757,"Down",2.41052089624205e-06,0.000108647694853512
"REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM",207,"Up",2.66078381336817e-06,0.000118499907688218
"NUYTTEN_NIPP1_TARGETS_UP",634,"Up",2.76473348409624e-06,0.000121680799576518
"GEISS_RESPONSE_TO_DSRNA_UP",32,"Up",3.15448469240628e-06,0.000137220084119673
"NUTT_GBM_VS_AO_GLIOMA_DN",37,"Down",3.22346177156803e-06,0.000138608856177425
"MISSIAGLIA_REGULATED_BY_METHYLATION_DN",113,"Down",3.65099065029171e-06,0.000154369336874703
"DER_IFN_GAMMA_RESPONSE_UP",62,"Up",3.67251295959598e-06,0.000154369336874703
"WONG_EMBRYONIC_STEM_CELL_CORE",326,"Down",3.79838353853479e-06,0.000157886142418429
"TAKAO_RESPONSE_TO_UVB_RADIATION_UP",77,"Down",3.99029984336587e-06,0.000164040788066283
"SPIELMAN_LYMPHOBLAST_EUROPEAN_VS_ASIAN_UP",433,"Down",4.48379597559279e-06,0.000182324790703181
"WIELAND_UP_BY_HBV_INFECTION",67,"Up",6.29039486932985e-06,0.000253036206517881
"WELCSH_BRCA1_TARGETS_DN",139,"Down",6.91815382203867e-06,0.000275327802640922
"RIGGINS_TAMOXIFEN_RESISTANCE_DN",192,"Up",8.54814366633351e-06,0.000336616899534249
"PHONG_TNF_RESPONSE_VIA_P38_PARTIAL",144,"Up",9.06994384291643e-06,0.00035344437412865
"REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL",16,"Up",1.13455255212341e-05,0.000437562999741615
"HOLLEMAN_VINCRISTINE_RESISTANCE_ALL_DN",18,"Down",1.16093477815663e-05,0.000439305847328721
"KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION",83,"Up",1.16255757512813e-05,0.000439305847328721
"SCHLOSSER_SERUM_RESPONSE_AUGMENTED_BY_MYC",95,"Down",1.28256650555557e-05,0.000479808129728339
"CAIRO_HEPATOBLASTOMA_CLASSES_UP",582,"Down",1.35286613558272e-05,0.000501096258734154
"KEGG_TYPE_I_DIABETES_MELLITUS",12,"Up",1.366554609304e-05,0.000501203999353555
"DANG_MYC_TARGETS_UP",132,"Down",1.44091625859247e-05,0.00052334638091208
"LINDSTEDT_DENDRITIC_CELL_MATURATION_A",41,"Up",1.65682007055243e-05,0.000595977296532367
"PHONG_TNF_TARGETS_UP",53,"Up",1.82080926279171e-05,0.000648728328771791
"ZHANG_RESPONSE_TO_CANTHARIDIN_DN",67,"Down",1.88656279845148e-05,0.000665814285755375
"KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION",39,"Up",1.93840054152386e-05,0.000677715553816893
"LUI_THYROID_CANCER_CLUSTER_3",27,"Down",1.99551615071536e-05,0.000691224622206127
"KEGG_AUTOIMMUNE_THYROID_DISEASE",10,"Up",2.01551017633454e-05,0.000691745281620874
"LIU_CDX2_TARGETS_UP",23,"Up",2.50701723130863e-05,0.000852613769302325
"LI_AMPLIFIED_IN_LUNG_CANCER",159,"Down",2.79240701346291e-05,0.000938712296855905
"REACTOME_MRNA_PROCESSING",153,"Down",2.81036560405938e-05,0.000938712296855905
"KEGG_SPLICEOSOME",126,"Down",3.24635988933534e-05,0.00107474622531004
"KEGG_GRAFT_VERSUS_HOST_DISEASE",8,"Up",3.65984345174427e-05,0.00119814473173599
"ZHU_CMV_ALL_UP",106,"Up",3.71662519975252e-05,0.00119814473173599
"SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_UP",324,"Up",3.7368960656316e-05,0.00119814473173599
"JISON_SICKLE_CELL_DISEASE_DN",160,"Down",3.74720485466748e-05,0.00119814473173599
"ZWANG_CLASS_3_TRANSIENTLY_INDUCED_BY_EGF",200,"Up",4.49003040226718e-05,0.00142349184193911
"NIKOLSKY_BREAST_CANCER_16P13_AMPLICON",78,"Down",4.58094795271507e-05,0.00144011145303421
"ZWANG_CLASS_1_TRANSIENTLY_INDUCED_BY_EGF",404,"Up",4.82238282563464e-05,0.0015033778458916
"ENK_UV_RESPONSE_KERATINOCYTE_UP",448,"Down",5.05232629514366e-05,0.00156204567521756
"REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT",48,"Down",5.32739419183105e-05,0.00162719387963666
"HOLLEMAN_ASPARAGINASE_RESISTANCE_B_ALL_UP",24,"Down",5.35003601163618e-05,0.00162719387963666
"GINESTIER_BREAST_CANCER_ZNF217_AMPLIFIED_DN",282,"Down",5.70499110410854e-05,0.00171982627411005
"XU_AKT1_TARGETS_6HR",24,"Up",5.7465459573311e-05,0.00171982627411005
"POMEROY_MEDULLOBLASTOMA_PROGNOSIS_DN",39,"Down",6.23120055656674e-05,0.00185007311762827
"FUJII_YBX1_TARGETS_UP",33,"Up",6.37805589318637e-05,0.00187876433830002
"REACTOME_TRANSCRIPTION_COUPLED_NER_TC_NER",42,"Down",6.83872930757216e-05,0.00199157829631193
"KEGG_ALLOGRAFT_REJECTION",9,"Up",6.86751136659285e-05,0.00199157829631193
"REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS",44,"Up",7.47002058042401e-05,0.00214964207625894
"GRADE_METASTASIS_DN",42,"Down",8.43573273881138e-05,0.00240901344854148
"MISSIAGLIA_REGULATED_BY_METHYLATION_UP",107,"Up",8.59174982612434e-05,0.00243498000754024
"HORIUCHI_WTAP_TARGETS_UP",256,"Up",9.86077645890345e-05,0.00274364857558053
"NIELSEN_SYNOVIAL_SARCOMA_DN",14,"Up",9.88191833071861e-05,0.00274364857558053
"BROWNE_HCMV_INFECTION_4HR_UP",46,"Up",9.90089702494978e-05,0.00274364857558053
"REACTOME_PREFOLDIN_MEDIATED_TRANSFER_OF_SUBSTRATE_TO_CCT_TRIC",22,"Down",0.000107199505058774,0.00294877462077113
"GHANDHI_BYSTANDER_IRRADIATION_UP",56,"Up",0.0001087123552566,0.0029651434955005
"CROONQUIST_IL6_DEPRIVATION_DN",91,"Down",0.000109379792135544,0.0029651434955005
"REACTOME_NUCLEOTIDE_EXCISION_REPAIR",47,"Down",0.000115938628762965,0.00312033388634713
"REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING",10,"Down",0.000139166134187639,0.00371871791425683
"REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT",148,"Up",0.000152793019585664,0.0040538913919856
"REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION",28,"Up",0.000161441694470901,0.0042322070328741
"REACTOME_ELONGATION_ARREST_AND_RECOVERY",30,"Down",0.000161776424940122,0.0042322070328741
"PAPASPYRIDONOS_UNSTABLE_ATEROSCLEROTIC_PLAQUE_UP",41,"Up",0.000168947124466802,0.00437701165291195
"REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC",16,"Down",0.000169651614453952,0.00437701165291195
"NING_CHRONIC_OBSTRUCTIVE_PULMONARY_DISEASE_UP",127,"Down",0.00017486020859433,0.00448049342706429
"HAMAI_APOPTOSIS_VIA_TRAIL_UP",536,"Up",0.000180295289347485,0.00458833113910845
"REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES",23,"Up",0.000202802765467898,0.00512625098388787
"FRASOR_RESPONSE_TO_SERM_OR_FULVESTRANT_DN",45,"Down",0.000206953841620668,0.00519606927183168
"MOREIRA_RESPONSE_TO_TSA_UP",25,"Down",0.000210236733306009,0.00524330412865187
"DAZARD_RESPONSE_TO_UV_NHEK_DN",313,"Up",0.000223237674584252,0.00553067642794495
"ISHIKAWA_STING_SIGNALING",5,"Up",0.000231801592023556,0.00567020919469697
"PRAMOONJAGO_SOX4_TARGETS_DN",48,"Down",0.000231901097778304,0.00567020919469697
"REACTOME_CLASS_A1_RHODOPSIN_LIKE_RECEPTORS",43,"Up",0.000242089218779037,0.00588088160683363
"WONG_MITOCHONDRIA_GENE_MODULE",203,"Down",0.000245459659625763,0.00591413170676857
"REACTOME_GENERIC_TRANSCRIPTION_PATHWAY",312,"Up",0.000246619766441031,0.00591413170676857
"BROWNE_HCMV_INFECTION_12HR_UP",95,"Up",0.000257231745377198,0.00612932458252291
"MUELLER_COMMON_TARGETS_OF_AML_FUSIONS_UP",14,"Down",0.000289313097084333,0.00680494733518915
"BUCKANOVICH_T_LYMPHOCYTE_HOMING_ON_TUMOR_UP",18,"Up",0.000289782945690863,0.00680494733518915
"KYNG_RESPONSE_TO_H2O2_VIA_ERCC6",15,"Down",0.000291042922649095,0.00680494733518915
"NAGASHIMA_NRG1_SIGNALING_DN",50,"Up",0.00030287825699194,0.00703768670439036
"KUROKAWA_LIVER_CANCER_EARLY_RECURRENCE_DN",7,"Up",0.000321014693731871,0.00741306153858598
"FINETTI_BREAST_CANCERS_KINOME_GRAY",15,"Up",0.000323123785829044,0.00741598823795371
"TIEN_INTESTINE_PROBIOTICS_6HR_UP",52,"Down",0.000335923843496231,0.00761993201886158
"APPEL_IMATINIB_RESPONSE",25,"Up",0.000336083609492692,0.00761993201886158
"CREIGHTON_AKT1_SIGNALING_VIA_MTOR_DN",22,"Down",0.000381760310262776,0.00860340554634363
"CROONQUIST_NRAS_VS_STROMAL_STIMULATION_DN",87,"Down",0.000389789257043464,0.00873174617125508
"TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_DN",84,"Up",0.000465014259108635,0.0103548710912226
"BUYTAERT_PHOTODYNAMIC_THERAPY_STRESS_UP",761,"Up",0.000474003482392728,0.0104925859623148
"CHICAS_RB1_TARGETS_LOW_SERUM",82,"Down",0.000483348124292216,0.0106365019586893
"GABRIELY_MIR21_TARGETS",278,"Up",0.000488775300488228,0.0106930315738389
"WHITEFORD_PEDIATRIC_CANCER_MARKERS",105,"Down",0.000505002836751289,0.0109838116993405
"REACTOME_REGULATORY_RNA_PATHWAYS",25,"Down",0.000523282603790589,0.0113156082126046
"MUELLER_PLURINET",275,"Down",0.000532794455814659,0.0114550808000152
"GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_YELLOW_UP",31,"Up",0.000540009477131998,0.0115413179114893
"HOLLEMAN_VINCRISTINE_RESISTANCE_B_ALL_DN",14,"Down",0.000542975662235264,0.0115413179114893
"BOQUEST_STEM_CELL_DN",142,"Up",0.000578418509823031,0.0122252183347342
"PID_CD40_PATHWAY",24,"Up",0.000592725291646533,0.0124572208766836
"DAZARD_UV_RESPONSE_CLUSTER_G4",17,"Down",0.000597411805719306,0.0124855729899214
"REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION",149,"Up",0.000619211875249263,0.0128692868072639
"ZUCCHI_METASTASIS_UP",36,"Down",0.000640143368665898,0.0131744899306193
"MOOTHA_MITOCHONDRIA",399,"Down",0.000640940167701875,0.0131744899306193
"GENTILE_UV_RESPONSE_CLUSTER_D2",37,"Up",0.000660079359687206,0.013493753467704
"MARTENS_TRETINOIN_RESPONSE_DN",650,"Down",0.000677974804858418,0.0137842594835616
"REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR",8,"Up",0.000697603369349606,0.0141066713769561
"RHODES_CANCER_META_SIGNATURE",63,"Down",0.000706919463636203,0.014218202760554
"PICCALUGA_ANGIOIMMUNOBLASTIC_LYMPHOMA_DN",124,"Up",0.000764052106857365,0.0152851279772909
"MALONEY_RESPONSE_TO_17AAG_UP",35,"Down",0.000783744313271062,0.0155947936230112
"REACTOME_MICRORNA_MIRNA_BIOGENESIS",22,"Down",0.000787868482958865,0.0155947936230112
"REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS",8,"Down",0.000839012559327057,0.0165065534068782
"AMIT_SERUM_RESPONSE_120_MCF10A",61,"Up",0.00084275640222233,0.0165065534068782
"SHIPP_DLBCL_VS_FOLLICULAR_LYMPHOMA_UP",41,"Down",0.000848897109961947,0.016516925407386
"FLOTHO_PEDIATRIC_ALL_THERAPY_RESPONSE_UP",46,"Down",0.000852116173115612,0.016516925407386
"BROWNE_HCMV_INFECTION_8HR_UP",84,"Up",0.000857951324169098,0.0165443087820443
"REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY",12,"Down",0.000862748755667434,0.0165515030510352
"RHEIN_ALL_GLUCOCORTICOID_THERAPY_DN",342,"Down",0.000895450994511116,0.017064678794207
"PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_1",39,"Up",0.000898621150082537,0.017064678794207
"MALONEY_RESPONSE_TO_17AAG_DN",77,"Down",0.000911296907452577,0.0171496571001913
"REACTOME_ABORTIVE_ELONGATION_OF_HIV1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT",22,"Down",0.0009122645717557,0.0171496571001913
"REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS",40,"Up",0.000922256419931221,0.0172135829800428
"NEWMAN_ERCC6_TARGETS_UP",20,"Up",0.000924867730282971,0.0172135829800428
"REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS",14,"Down",0.000930846492445479,0.0172390927140522
"WALLACE_JAK2_TARGETS_UP",23,"Down",0.000948031462598462,0.0174708655250288
"REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS",57,"Up",0.000961605188623921,0.0176341422090299
"GHANDHI_DIRECT_IRRADIATION_UP",70,"Up",0.00101763408293164,0.0185248062129794
"REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA",13,"Down",0.0010226461521312,0.0185248062129794
"PENG_GLUTAMINE_DEPRIVATION_DN",316,"Down",0.00102982882763171,0.0185248062129794
"REACTOME_DNA_REPAIR",101,"Down",0.00103260325576175,0.0185248062129794
"REACTOME_RNA_POL_I_PROMOTER_OPENING",54,"Down",0.00103493303889674,0.0185248062129794
"HOLLEMAN_PREDNISOLONE_RESISTANCE_B_ALL_UP",22,"Down",0.00104193840513422,0.0185613884457482
"DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_DN",247,"Up",0.00105237814453051,0.0186585148753017
"NIELSEN_GIST_VS_SYNOVIAL_SARCOMA_DN",15,"Up",0.00107908323061555,0.0190417470081734
"REACTOME_MEIOTIC_RECOMBINATION",71,"Down",0.00110668959949283,0.0194372102896839
"SABATES_COLORECTAL_ADENOMA_DN",112,"Up",0.00111873302025484,0.0195569169568848
"GENTILE_UV_RESPONSE_CLUSTER_D6",33,"Up",0.00116610609966579,0.0202902461341848
"DOUGLAS_BMI1_TARGETS_DN",288,"Up",0.0012073875093955,0.0209112808918915
"KEGG_NUCLEOTIDE_EXCISION_REPAIR",42,"Down",0.00122786447246194,0.0211610517235435
"FEVR_CTNNB1_TARGETS_UP",528,"Up",0.00123312196624766,0.0211610517235435
"REACTOME_METAL_ION_SLC_TRANSPORTERS",17,"Up",0.00124260021173913,0.0212263351238177
"REACTOME_INNATE_IMMUNE_SYSTEM",161,"Up",0.00125390784634762,0.0213221329690293
"MOOTHA_HUMAN_MITODB_6_2002",385,"Down",0.00126155365097197,0.0213550778655481
"ABRAMSON_INTERACT_WITH_AIRE",44,"Down",0.00127630228372632,0.0215074182136044
"REACTOME_RECYCLING_PATHWAY_OF_L1",24,"Down",0.00129112479563517,0.0216596316613057
"DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_DN",466,"Up",0.00130077805243296,0.0217241548846059
"SMID_BREAST_CANCER_NORMAL_LIKE_UP",203,"Up",0.00133704278739807,0.0221470353715217
"SOTIRIOU_BREAST_CANCER_GRADE_1_VS_3_UP",143,"Down",0.00133793905211545,0.0221470353715217
"RAHMAN_TP53_TARGETS_PHOSPHORYLATED",21,"Down",0.00135179188340446,0.0222777684397185
"LIU_VAV3_PROSTATE_CARCINOGENESIS_UP",57,"Up",0.0013753657035337,0.0225668556882438
"CASORELLI_APL_SECONDARY_VS_DE_NOVO_DN",8,"Down",0.00142274376226186,0.0231903802693599
"CHANG_IMMORTALIZED_BY_HPV31_DN",52,"Up",0.00143134516530213,0.0231903802693599
"REACTOME_TELOMERE_MAINTENANCE",70,"Down",0.00143196413852503,0.0231903802693599
"TIMOFEEVA_GROWTH_STRESS_VIA_STAT1_DN",16,"Down",0.00145282893299364,0.0232621650112472
"DAIRKEE_CANCER_PRONE_RESPONSE_BPA_E2",97,"Down",0.00145410063348086,0.0232621650112472
"KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS",79,"Down",0.00145505121962894,0.0232621650112472
"PENG_LEUCINE_DEPRIVATION_DN",178,"Down",0.00149774185136499,0.0238427755998145
"ABE_INNER_EAR",34,"Down",0.00153620708094729,0.0243514859738296
"LI_LUNG_CANCER",34,"Down",0.00156813134628975,0.0247524815493788
"GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_GREY_DN",60,"Up",0.00157473686414118,0.0247524815493788
"DACOSTA_UV_RESPONSE_VIA_ERCC3_DN",828,"Up",0.00159148023524161,0.024910993975058
"BLUM_RESPONSE_TO_SALIRASIB_DN",316,"Down",0.00160403558296616,0.0250029046494849
"VALK_AML_CLUSTER_5",21,"Up",0.00161491952061044,0.0250330116168396
"REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES",55,"Up",0.00161935012330264,0.0250330116168396
"DAVICIONI_PAX_FOXO1_SIGNATURE_IN_ARMS_DN",14,"Up",0.00162756058303363,0.0250563956425053
"GENTILE_UV_HIGH_DOSE_DN",290,"Up",0.00163965438502494,0.0251391272720421
"GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BLUE_UP",123,"Up",0.00172229578329049,0.0262029810544878
"HUTTMANN_B_CLL_POOR_SURVIVAL_DN",51,"Up",0.00172305087928468,0.0262029810544878
"CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_3",638,"Up",0.00174723192778526,0.0264631362018002
