"","NGenes","Direction","PValue","FDR"
"STAMBOLSKY_TARGETS_OF_MUTATED_TP53_DN",41,"Up",1.7514828973282e-12,2.520114430348e-10
"GRANDVAUX_IFN_RESPONSE_NOT_VIA_IRF3",12,"Up",3.34528536328853e-12,4.63507872002311e-10
"DER_IFN_BETA_RESPONSE_UP",95,"Up",4.66395933854277e-12,6.23138281624589e-10
"WALLACE_PROSTATE_CANCER_RACE_UP",150,"Up",6.44661304157432e-12,8.31613082363087e-10
"GRANDVAUX_IRF3_TARGETS_UP",14,"Up",3.42602594417733e-11,4.27225435238913e-09
"TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_8D_UP",98,"Up",4.88388197440617e-11,5.89374273104951e-09
"MAHADEVAN_RESPONSE_TO_MP470_UP",11,"Up",5.2174959356781e-11,6.09957884230368e-09
"TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_UP",122,"Up",8.90336302404675e-11,1.00931760827148e-08
"REACTOME_INTERFERON_GAMMA_SIGNALING",39,"Up",1.39233352966218e-10,1.53197639249007e-08
"WAMUNYOKOLI_OVARIAN_CANCER_GRADES_1_2_UP",130,"Up",3.06561184462138e-10,3.27670111735102e-08
"ZHANG_RESPONSE_TO_IKK_INHIBITOR_AND_TNF_UP",180,"Up",5.80386491184244e-10,6.03118295422294e-08
"BECKER_TAMOXIFEN_RESISTANCE_UP",42,"Up",6.18051083951627e-10,6.24899758125145e-08
"REACTOME_INTERFERON_SIGNALING",120,"Up",1.1555653875367e-09,1.13762371441442e-07
"DER_IFN_GAMMA_RESPONSE_UP",63,"Up",1.51208346996265e-09,1.4504369900334e-07
"REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY",6,"Up",1.64679170507905e-09,1.54016194217519e-07
"WIELAND_UP_BY_HBV_INFECTION",66,"Up",2.84485818473799e-09,2.59575962661093e-07
"TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_16D_UP",98,"Up",3.15039379505617e-09,2.80610075888217e-07
"REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC",18,"Up",4.35221563399194e-09,3.78642760157299e-07
"TSAI_DNAJB4_TARGETS_UP",12,"Up",4.73288583110576e-09,4.02402861231061e-07
"GAURNIER_PSMD4_TARGETS",25,"Up",5.65097266494995e-09,4.6978419421284e-07
"MISSIAGLIA_REGULATED_BY_METHYLATION_DN",113,"Down",1.35235889034001e-08,1.09982056712217e-06
"MISSIAGLIA_REGULATED_BY_METHYLATION_UP",108,"Up",1.50128055679621e-08,1.19495543893077e-06
"NUYTTEN_EZH2_TARGETS_UP",885,"Up",4.7939318625706e-08,3.73627064539096e-06
"APPEL_IMATINIB_RESPONSE",25,"Up",8.3807869742249e-08,6.39847430011742e-06
"VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_DN",100,"Up",1.32566651322199e-07,9.9186368519269e-06
"REACTOME_MRNA_SPLICING",107,"Down",1.36944475789745e-07,1.00452800770478e-05
"REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL",16,"Up",1.4027031473206e-07,1.00913701425507e-05
"REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION",94,"Down",1.61943795142997e-07,1.14307875024519e-05
"FULCHER_INFLAMMATORY_RESPONSE_LECTIN_VS_LPS_DN",361,"Up",1.96232898346133e-07,1.35945791243126e-05
"CROONQUIST_IL6_DEPRIVATION_DN",91,"Down",2.01465767882329e-07,1.37033352299598e-05
"LEE_EARLY_T_LYMPHOCYTE_DN",36,"Up",2.92450133921821e-07,1.95367134107417e-05
"REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION",98,"Down",2.99363829936721e-07,1.96477208384784e-05
"XU_HGF_TARGETS_INDUCED_BY_AKT1_6HR",19,"Up",3.51085564069097e-07,2.26450188824567e-05
"KEGG_TYPE_I_DIABETES_MELLITUS",12,"Up",4.08833380392676e-07,2.59228080686271e-05
"REACTOME_PEPTIDE_CHAIN_ELONGATION",78,"Down",5.53425491274441e-07,3.45060793809614e-05
"REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM",207,"Up",6.13889422021926e-07,3.76485299636725e-05
"WINZEN_DEGRADED_VIA_KHSRP",69,"Up",8.18504704411235e-07,4.93875177290714e-05
"LIU_CDX2_TARGETS_UP",23,"Up",8.33291775436586e-07,4.94816592366392e-05
"KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION",39,"Up",9.19460311440504e-07,5.37453285171707e-05
"REACTOME_MRNA_SPLICING_MINOR_PATHWAY",42,"Down",1.00360922286793e-06,5.77615708115217e-05
"PAPASPYRIDONOS_UNSTABLE_ATEROSCLEROTIC_PLAQUE_UP",41,"Up",1.05755368059295e-06,5.96365128148478e-05
"PHONG_TNF_TARGETS_UP",52,"Up",1.06806906137258e-06,5.96365128148478e-05
"KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION",80,"Up",1.16368478282374e-06,6.40197760668178e-05
"GEISS_RESPONSE_TO_DSRNA_UP",32,"Up",1.41268263726062e-06,7.6591967333217e-05
"REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS",43,"Up",1.43834615447425e-06,7.68693280555454e-05
"KEGG_GRAFT_VERSUS_HOST_DISEASE",8,"Up",1.54218789074036e-06,8.12580971726715e-05
"REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA",136,"Down",1.57983622922233e-06,8.20856574100102e-05
"WHITEFORD_PEDIATRIC_CANCER_MARKERS",105,"Down",1.63808056596488e-06,8.39460191407484e-05
"ZHU_CMV_ALL_UP",106,"Up",1.84122849890802e-06,9.30815650596606e-05
"REACTOME_INFLUENZA_LIFE_CYCLE",128,"Down",1.90806959379941e-06,9.51745113387145e-05
"FUJII_YBX1_TARGETS_UP",33,"Up",1.94703700817807e-06,9.58403348367652e-05
"KEGG_AUTOIMMUNE_THYROID_DISEASE",10,"Up",2.36301348253784e-06,0.000114178605552495
"DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_UP",292,"Up",2.38062850390125e-06,0.000114178605552495
"FEVR_CTNNB1_TARGETS_UP",528,"Up",2.52681816932056e-06,0.00011965603508137
"REACTOME_LIPOPROTEIN_METABOLISM",21,"Up",2.77481742294501e-06,0.000129757399740466
"CAIRO_HEPATOBLASTOMA_CLASSES_UP",580,"Down",3.26970147663559e-06,0.000151011768198688
"ABRAMSON_INTERACT_WITH_AIRE",44,"Down",3.32498749775926e-06,0.000151692417428261
"LINDSTEDT_DENDRITIC_CELL_MATURATION_A",40,"Up",4.3326007515461e-06,0.000195280233873903
"FRASOR_RESPONSE_TO_SERM_OR_FULVESTRANT_DN",45,"Down",4.43782027437298e-06,0.000197641495790825
"REACTOME_NONSENSE_MEDIATED_DECAY_ENHANCED_BY_THE_EXON_JUNCTION_COMPLEX",99,"Down",5.10103995856625e-06,0.000224282729554632
"KEGG_RIBOSOME",80,"Down",5.15592481734786e-06,0.000224282729554632
"GHANDHI_BYSTANDER_IRRADIATION_UP",56,"Up",5.47841739268208e-06,0.000235571947885329
"REACTOME_TRANSLATION",137,"Down",6.54944625064102e-06,0.000274142013183734
"WONG_EMBRYONIC_STEM_CELL_CORE",326,"Down",6.56617969633109e-06,0.000274142013183734
"CROONQUIST_NRAS_SIGNALING_DN",69,"Down",6.59523688493346e-06,0.000274142013183734
"KEGG_ALLOGRAFT_REJECTION",9,"Up",7.40157591738166e-06,0.000304277972603569
"REACTOME_CHYLOMICRON_MEDIATED_LIPID_TRANSPORT",12,"Up",8.7270371778895e-06,0.00035177483343773
"SANA_RESPONSE_TO_IFNG_DN",75,"Down",8.74500387856426e-06,0.00035177483343773
"REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION",28,"Up",1.01765345126294e-05,0.000403236424858057
"NIELSEN_SYNOVIAL_SARCOMA_DN",14,"Up",1.02928481026375e-05,0.000403236424858057
"LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_DN",151,"Down",1.04231251260505e-05,0.000403236424858057
"KEGG_SPLICEOSOME",126,"Down",1.04554753304548e-05,0.000403236424858057
"ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_6HR",80,"Down",1.09178875000922e-05,0.000416378554405617
"REACTOME_GLYCOSPHINGOLIPID_METABOLISM",30,"Up",1.10188390500284e-05,0.000416378554405617
"TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_DN",82,"Up",1.16972486511877e-05,0.000437594072040931
"REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION",149,"Up",1.1863978491185e-05,0.00043943706470815
"NUYTTEN_NIPP1_TARGETS_UP",632,"Up",1.36557179534227e-05,0.000500843537879946
"ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_24HR",116,"Down",1.54787122048394e-05,0.000562192838430139
"CHEN_HOXA5_TARGETS_9HR_UP",207,"Up",1.57489690670713e-05,0.00056650858922994
"PHONG_TNF_RESPONSE_VIA_P38_PARTIAL",143,"Up",1.75241243382146e-05,0.000624359515707244
"REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE",101,"Down",1.80459624329569e-05,0.000631201487142993
"REACTOME_MRNA_PROCESSING",153,"Down",1.80536110997862e-05,0.000631201487142993
"BLUM_RESPONSE_TO_SALIRASIB_DN",316,"Down",1.90680334249233e-05,0.000660495491135537
"ISHIKAWA_STING_SIGNALING",5,"Up",2.01914350983783e-05,0.000692992281679204
"HSIAO_LIVER_SPECIFIC_GENES",113,"Up",2.10819286747063e-05,0.000716977228837058
"REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT",147,"Up",2.21954530890887e-05,0.00074804675681334
"HSIAO_HOUSEKEEPING_GENES",370,"Down",2.64719169602259e-05,0.000884209297751831
"SOTIRIOU_BREAST_CANCER_GRADE_1_VS_3_UP",142,"Down",2.84237963356161e-05,0.000933123954771605
"JISON_SICKLE_CELL_DISEASE_UP",149,"Up",2.8654741294964e-05,0.000933123954771605
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER",131,"Down",2.86846444262856e-05,0.000933123954771605
"WELCSH_BRCA1_TARGETS_DN",138,"Down",3.02243204151827e-05,0.000974734333389642
"CAIRO_HEPATOBLASTOMA_DN",154,"Up",3.24185770186136e-05,0.00103656321903106
"REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR",8,"Up",3.69905040319679e-05,0.00116859088793752
"GHANDHI_DIRECT_IRRADIATION_UP",69,"Up",3.71724981728322e-05,0.00116859088793752
"XU_AKT1_TARGETS_6HR",24,"Up",4.01478018737199e-05,0.00125160772341322
"DANG_MYC_TARGETS_UP",132,"Down",4.26051300992961e-05,0.00131723794794601
"KAUFFMANN_DNA_REPAIR_GENES",209,"Down",5.13281645150824e-05,0.00156951073201568
"REACTOME_INNATE_IMMUNE_SYSTEM",161,"Up",5.16038011328332e-05,0.00156951073201568
"REN_BOUND_BY_E2F",57,"Down",5.92475046333616e-05,0.00178745899059198
"REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS",57,"Up",6.66250852394127e-05,0.00199395555104514
"REACTOME_CLASS_A1_RHODOPSIN_LIKE_RECEPTORS",42,"Up",7.18596775379918e-05,0.00213354804499704
"ZHANG_ANTIVIRAL_RESPONSE_TO_RIBAVIRIN_UP",23,"Up",8.33255769285126e-05,0.00244890092575029
"MCLACHLAN_DENTAL_CARIES_UP",124,"Up",8.43567155196176e-05,0.00244890092575029
"VALK_AML_CLUSTER_5",21,"Up",8.44448595086307e-05,0.00244890092575029
"SABATES_COLORECTAL_ADENOMA_DN",112,"Up",8.7164739407439e-05,0.00250833300094792
"KANG_DOXORUBICIN_RESISTANCE_UP",51,"Down",8.93972380325814e-05,0.00255293944641135
"REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS",40,"Up",9.02484115346071e-05,0.00255772202690125
"HORIUCHI_WTAP_TARGETS_UP",256,"Up",0.000103689321428251,0.00291655452227885
"PUJANA_XPRSS_INT_NETWORK",163,"Down",0.000106447048169112,0.00297177915821379
"REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES",23,"Up",0.000109896200535507,0.00304534582372839
"KUROKAWA_LIVER_CANCER_EARLY_RECURRENCE_DN",7,"Up",0.000116182878461474,0.00319588344356159
"REACTOME_DNA_STRAND_ELONGATION",29,"Down",0.000125461346892019,0.00342591896878135
"WOO_LIVER_CANCER_RECURRENCE_DN",54,"Up",0.000140571750559295,0.00381071680320525
"REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S",53,"Down",0.000161161229278501,0.00433743999086958
"KEGG_CELL_ADHESION_MOLECULES_CAMS",52,"Up",0.000177577429486111,0.00474512259791102
"REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES",55,"Up",0.000183837943069523,0.0048775726597382
"HIRSCH_CELLULAR_TRANSFORMATION_SIGNATURE_UP",212,"Up",0.000185292842595907,0.00488155298698091
"REACTOME_METAL_ION_SLC_TRANSPORTERS",16,"Up",0.000187334240420408,0.00490082093295628
"KOBAYASHI_EGFR_SIGNALING_24HR_DN",230,"Down",0.000189708737929719,0.00491841639460826
"MUELLER_PLURINET",275,"Down",0.000190636294364661,0.00491841639460826
"BROWNE_HCMV_INFECTION_12HR_UP",95,"Up",0.000198252072252005,0.00506490600385507
"REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES",239,"Up",0.000199021968074498,0.00506490600385507
"JISON_SICKLE_CELL_DISEASE_DN",159,"Down",0.00020941795656719,0.00529346334809364
"FUJII_YBX1_TARGETS_DN",190,"Down",0.000213222731536211,0.00535346468910715
"VERHAAK_AML_WITH_NPM1_MUTATED_UP",105,"Up",0.000216944882163142,0.00541060536114875
"REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX",45,"Down",0.000227384911262006,0.00563342353000771
"LI_DCP2_BOUND_MRNA",83,"Down",0.000243439257852968,0.00599148857649969
"CROONQUIST_NRAS_VS_STROMAL_STIMULATION_DN",88,"Down",0.000265663064510468,0.00647932678222323
"REACTOME_REGULATORY_RNA_PATHWAYS",25,"Down",0.00026779674568654,0.00647932678222323
"REACTOME_DNA_REPAIR",101,"Down",0.000268456469191286,0.00647932678222323
"PUJANA_BRCA_CENTERED_NETWORK",117,"Down",0.000274219008881225,0.0065759827706709
"REACTOME_SPHINGOLIPID_METABOLISM",59,"Up",0.000293051480070604,0.0069828381334021
"LUCAS_HNF4A_TARGETS_UP",48,"Up",0.000304548332566065,0.00721085640588385
"REACTOME_HDL_MEDIATED_LIPID_TRANSPORT",12,"Up",0.000319589079686781,0.00750940527466971
"REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI",14,"Up",0.000321172104770691,0.00750940527466971
"BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_UP",163,"Up",0.000326246451052245,0.00758067064215186
"NEWMAN_ERCC6_TARGETS_UP",20,"Up",0.000334358056003346,0.00772119436733652
"REACTOME_TRANSCRIPTION_COUPLED_NER_TC_NER",42,"Down",0.000336826463633348,0.00773047730338869
"BOQUEST_STEM_CELL_DN",143,"Up",0.000341861409530747,0.0077425745312702
"REACTOME_EXTENSION_OF_TELOMERES",25,"Down",0.000342998674650252,0.0077425745312702
"REACTOME_NUCLEOTIDE_EXCISION_REPAIR",47,"Down",0.000343562515955855,0.0077425745312702
"KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG",9,"Up",0.000353833455328459,0.00792629315199859
"KEGG_LYSOSOME",104,"Up",0.000363031336890173,0.00808392994825083
"BASAKI_YBX1_TARGETS_UP",270,"Down",0.000375239655542961,0.00830634054074685
"HELLER_SILENCED_BY_METHYLATION_UP",178,"Up",0.000377597598391558,0.00830936832695775
"RHODES_UNDIFFERENTIATED_CANCER",65,"Down",0.000381730835620642,0.00835119915822703
"PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_1",39,"Up",0.000388245225648592,0.00844433365785686
"YEMELYANOV_GR_TARGETS_DN",8,"Up",0.000393759591309279,0.00848400694341301
"REACTOME_METABOLISM_OF_RNA",243,"Down",0.000396112673583007,0.00848400694341301
"PELLICCIOTTA_HDAC_IN_ANTIGEN_PRESENTATION_DN",47,"Up",0.000396872818791039,0.00848400694341301
"KEGG_MISMATCH_REPAIR",22,"Down",0.000425884250363599,0.00905246011710354
"HAHTOLA_MYCOSIS_FUNGOIDES_CD4_UP",51,"Up",0.000443230468521034,0.00936793888552083
"DUTERTRE_ESTRADIOL_RESPONSE_24HR_UP",290,"Down",0.000453603462422462,0.00953331771304736
"KEGG_LEISHMANIA_INFECTION",39,"Up",0.000456543135184931,0.00954149647333423
"ZHU_CMV_24_HR_UP",86,"Up",0.000459427180505515,0.00954842823483963
"KEGG_NUCLEOTIDE_EXCISION_REPAIR",42,"Down",0.000462119694490368,0.00955132473529539
"REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION",73,"Up",0.00046550246347829,0.00956837755973782
"GRAHAM_CML_DIVIDING_VS_NORMAL_QUIESCENT_UP",152,"Down",0.000471957523219342,0.00964804969597574
"GRAHAM_NORMAL_QUIESCENT_VS_NORMAL_DIVIDING_DN",77,"Down",0.000481846966320952,0.00975021175090839
"CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_3",637,"Up",0.000482167648735112,0.00975021175090839
"REACTOME_METABOLISM_OF_MRNA",198,"Down",0.000534324256563126,0.0107468120634551
"ZEMBUTSU_SENSITIVITY_TO_CISPLATIN",16,"Up",0.000539158465077024,0.0107860525018885
"CHANG_CYCLING_GENES",140,"Down",0.000553241732221856,0.0110089219161807
"RODRIGUES_NTN1_TARGETS_DN",136,"Up",0.000561645455774545,0.0111170140214422
"REACTOME_MICRORNA_MIRNA_BIOGENESIS",22,"Down",0.000593545023028595,0.0116865891113157
"IIZUKA_LIVER_CANCER_PROGRESSION_G1_G2_UP",9,"Up",0.000596756470588631,0.0116883034370265
"LIN_APC_TARGETS",70,"Down",0.000618235210638653,0.0120298417614845
"DOUGLAS_BMI1_TARGETS_DN",288,"Up",0.000624821216376413,0.0120298417614845
"KIM_BIPOLAR_DISORDER_OLIGODENDROCYTE_DENSITY_CORR_UP",594,"Down",0.000629254150828716,0.0120298417614845
"REACTOME_ELONGATION_ARREST_AND_RECOVERY",30,"Down",0.000630075774994564,0.0120298417614845
"REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES",62,"Down",0.000630272383119745,0.0120298417614845
"RHEIN_ALL_GLUCOCORTICOID_THERAPY_DN",341,"Down",0.000633507970927313,0.0120302198946146
"RIGGINS_TAMOXIFEN_RESISTANCE_DN",191,"Up",0.000641995743035595,0.0121298286600816
"KEGG_HEMATOPOIETIC_CELL_LINEAGE",21,"Up",0.000652903305152644,0.0122341290868483
"ANASTASSIOU_CANCER_MESENCHYMAL_TRANSITION_SIGNATURE",34,"Down",0.000654056620521163,0.0122341290868483
"WU_APOPTOSIS_BY_CDKN1A_VIA_TP53",51,"Down",0.000660343878522121,0.0122902808435386
"RUTELLA_RESPONSE_TO_HGF_VS_CSF2RB_AND_IL4_UP",318,"Up",0.000671622957097599,0.0124383241708026
"MANALO_HYPOXIA_DN",266,"Down",0.000690211204390283,0.0127060245727312
"KEGG_JAK_STAT_SIGNALING_PATHWAY",77,"Up",0.000692870626259598,0.0127060245727312
"REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS",26,"Up",0.000716494516568778,0.013017711575368
"TIAN_TNF_SIGNALING_VIA_NFKB",19,"Up",0.000716826673222614,0.013017711575368
"LY_AGING_MIDDLE_DN",15,"Down",0.00073658386825647,0.0133118852712437
"REACTOME_NEGATIVE_REGULATORS_OF_RIG_I_MDA5_SIGNALING",30,"Up",0.000780808642850962,0.0140432939081993
"PUJANA_BRCA2_PCC_NETWORK",381,"Down",0.000789352201421858,0.0141010426387302
"REACTOME_PREFOLDIN_MEDIATED_TRANSFER_OF_SUBSTRATE_TO_CCT_TRIC",22,"Down",0.000791558127274352,0.0141010426387302
"SPIRA_SMOKERS_LUNG_CANCER_UP",33,"Up",0.000827175589123718,0.0146657055872599
"PID_CD40_PATHWAY",25,"Up",0.000836489733468397,0.0147608872306852
"NOJIMA_SFRP2_TARGETS_DN",22,"Up",0.000904481253156173,0.0158226658152962
"BROWNE_HCMV_INFECTION_6HR_UP",45,"Up",0.000907825164988043,0.0158226658152962
"SU_KIDNEY",9,"Up",0.000909348610074496,0.0158226658152962
"OSADA_ASCL1_TARGETS_UP",28,"Up",0.000919893530597578,0.0159217005361297
"REACTOME_UNWINDING_OF_DNA",11,"Down",0.0009235522631222,0.0159217005361297
"REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC",16,"Down",0.000936163942425932,0.0160650885716303
"REACTOME_LOSS_OF_NLP_FROM_MITOTIC_CENTROSOMES",55,"Down",0.000944648088096631,0.016132448999665
"AMUNDSON_GAMMA_RADIATION_RESPONSE",36,"Down",0.000948713921391684,0.016132448999665
"WANG_BARRETTS_ESOPHAGUS_AND_ESOPHAGUS_CANCER_DN",32,"Down",0.000954864386079066,0.0161635641100533
"NUTT_GBM_VS_AO_GLIOMA_DN",36,"Down",0.000971633195476401,0.0163733323616091
"REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING",10,"Down",0.00098169612345418,0.0164687228602784
"ZWANG_CLASS_3_TRANSIENTLY_INDUCED_BY_EGF",199,"Up",0.000996242013540583,0.0166381311279255
"KEGG_N_GLYCAN_BIOSYNTHESIS",44,"Up",0.00100950399804871,0.0167846864742232
"BUCKANOVICH_T_LYMPHOCYTE_HOMING_ON_TUMOR_UP",18,"Up",0.00102112539916301,0.0168741302372525
"LIU_VAV3_PROSTATE_CARCINOGENESIS_UP",57,"Up",0.00102390472169375,0.0168741302372525
"LY_AGING_OLD_DN",52,"Down",0.00103206628333314,0.0168936912944736
"DAIRKEE_TERT_TARGETS_UP",323,"Down",0.00103412331099558,0.0168936912944736
"WATANABE_ULCERATIVE_COLITIS_WITH_CANCER_DN",9,"Up",0.0010396503533062,0.0169101390074718
"KEGG_DNA_REPLICATION",33,"Down",0.00104428984536392,0.016912070612582
"MATTIOLI_MULTIPLE_MYELOMA_SUBGROUPS",10,"Down",0.00107388238894228,0.017313469852273
"CHNG_MULTIPLE_MYELOMA_HYPERPLOID_UP",48,"Down",0.00107833158930222,0.017313469852273
"REACTOME_EXTRINSIC_PATHWAY_FOR_APOPTOSIS",11,"Up",0.00108403308683401,0.0173306315292566
"RUTELLA_RESPONSE_TO_CSF2RB_AND_IL4_DN",240,"Up",0.00114804742073674,0.0182759378764942
"REACTOME_ZINC_TRANSPORTERS",10,"Up",0.00115433001914422,0.0182980872949937
"BIOCARTA_CTL_PATHWAY",4,"Up",0.00116131618590745,0.0183311554914758
"LINDSTEDT_DENDRITIC_CELL_MATURATION_B",42,"Up",0.00125297638198022,0.0196948934663361
"ZHANG_RESPONSE_TO_CANTHARIDIN_DN",67,"Down",0.0012777060823421,0.0199995751215137
"REACTOME_AMINO_ACID_AND_OLIGOPEPTIDE_SLC_TRANSPORTERS",27,"Up",0.00129351686841109,0.0201626941863578
"BASAKI_YBX1_TARGETS_DN",341,"Up",0.00130380537675594,0.0202387382342073
"OXFORD_RALA_OR_RALB_TARGETS_UP",46,"Down",0.00136783392918109,0.0211449038391177
"HELLEBREKERS_SILENCED_DURING_TUMOR_ANGIOGENESIS",64,"Up",0.00140027698974198,0.021557350693929
"SMIRNOV_RESPONSE_TO_IR_2HR_UP",46,"Up",0.00143021466145829,0.0219036049002127
"REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT",30,"Up",0.0014344782679904,0.0219036049002127
"REACTOME_MITOTIC_G2_G2_M_PHASES",75,"Down",0.00148573282893941,0.022541669378134
"BROCKE_APOPTOSIS_REVERSED_BY_IL6",126,"Up",0.00148831658283857,0.022541669378134
"SONG_TARGETS_OF_IE86_CMV_PROTEIN",56,"Down",0.00150812920088658,0.0227270541465014
"KAUFFMANN_DNA_REPLICATION_GENES",129,"Down",0.00151270689186817,0.0227270541465014
"GOLUB_ALL_VS_AML_DN",16,"Up",0.00154946051396982,0.0231861271310444
"DUTTA_APOPTOSIS_VIA_NFKB",24,"Up",0.00155751715479316,0.0232138313788096
